viewer_id,watch_duration_mins,session_count,dropoff_count,watch_duration_minmax,watch_duration_zscore,vectorized_engagement_index
V1509,58.21,14,1,0.1578,0.3303,46.1321
V1510,42.77,13,4,0.1158,-0.0227,33.4334
V1511,24.38,13,2,0.0658,-0.4431,19.1109
V1512,121.46,14,1,0.3299,1.7763,100.5736
V1513,90.47,17,2,0.2456,1.0678,73.614
V1514,2.08,12,2,0.0051,-0.9529,3.3643
V1515,1.2,10,2,0.0027,-0.9731,2.6559
V1516,21.26,13,1,0.0573,-0.5145,16.7815
V1517,74.86,7,0,0.2031,0.7109,59.3248
V1518,196.39,10,3,0.5338,3.4893,168.523
V1519,7.34,14,4,0.0194,-0.8327,6.8626
V1520,40.58,14,6,0.1098,-0.0728,31.7318
V1521,21.58,10,4,0.0581,-0.5071,16.6807
V1522,157.67,11,2,0.4284,2.6041,132.915
V1523,83.07,18,1,0.2254,0.8986,67.3359
V1524,82.0,10,4,0.2225,0.8742,65.7146
V1525,28.46,11,2,0.0769,-0.3498,22.0389
V1526,24.11,14,3,0.065,-0.4493,18.9726
V1527,14.37,11,2,0.0385,-0.672,11.5286
V1528,2.61,11,3,0.0065,-0.9408,3.5688
V1529,90.02,17,0,0.2443,1.0575,73.2584
V1530,75.43,8,2,0.2047,0.724,59.9164
V1531,367.76,13,2,1.0,7.4072,334.2982
V1532,256.27,10,2,0.6967,4.8583,225.1643
V1533,36.48,11,3,0.0987,-0.1665,28.2679
V1534,65.94,14,2,0.1788,0.507,52.5396
V1535,130.33,10,2,0.354,1.9791,108.0968
V1536,85.26,14,3,0.2314,0.9487,68.8953
V1537,12.79,12,5,0.0342,-0.7081,10.4452
V1538,26.95,11,3,0.0728,-0.3844,20.8644
V1539,6.22,8,0,0.0164,-0.8583,5.5704
V1540,138.61,15,2,0.3765,2.1684,115.9809
V1541,41.93,10,3,0.1135,-0.0419,32.4892
V1542,11.68,10,2,0.0312,-0.7335,9.512
V1543,50.12,13,3,0.1358,0.1453,39.384
V1544,43.32,21,2,0.1173,-0.0101,34.4504
V1545,19.95,11,0,0.0537,-0.5444,15.6376
V1546,5.42,12,2,0.0142,-0.8766,5.4543
V1547,50.1,12,1,0.1357,0.1449,39.3121
V1548,33.06,11,2,0.0894,-0.2447,25.6025
V1549,66.59,9,2,0.1806,0.5219,52.5968
V1550,33.04,5,4,0.0893,-0.2451,24.7211
V1551,86.03,13,0,0.2335,0.9663,69.5229
V1552,36.12,13,2,0.0977,-0.1747,28.1861
V1553,37.04,11,0,0.1002,-0.1537,28.759
V1554,94.17,12,0,0.2556,1.1524,76.4557
V1555,23.25,13,1,0.0627,-0.469,18.2741
V1556,6.47,13,2,0.017,-0.8526,6.2333
V1557,1.31,11,0,0.003,-0.9705,2.8548
V1558,63.32,12,1,0.1717,0.4471,50.1981
V1559,43.58,12,4,0.118,-0.0042,33.9937
V1560,54.79,19,3,0.1485,0.2521,43.6283
V1561,10.78,12,4,0.0288,-0.754,9.0481
V1562,6.6,13,2,0.0174,-0.8496,6.3196
V1563,0.66,10,2,0.0012,-0.9854,2.3614
V1564,19.43,15,2,0.0523,-0.5563,15.5649
V1565,40.11,12,1,0.1086,-0.0835,31.2718
V1566,22.41,13,1,0.0604,-0.4882,17.6424
V1567,25.89,8,1,0.0699,-0.4086,19.7437
V1568,105.53,16,1,0.2865,1.4121,86.6619
V1569,19.26,11,3,0.0518,-0.5602,15.0771
V1570,32.47,14,2,0.0878,-0.2582,25.4103
V1571,68.89,14,2,0.1869,0.5745,55.0117
V1572,22.73,10,2,0.0613,-0.4808,17.5769
V1573,43.79,15,0,0.1186,0.0006,34.478
V1574,89.24,10,1,0.2422,1.0397,71.9788
V1575,134.38,15,4,0.365,2.0717,112.1432
V1576,7.16,14,2,0.0189,-0.8368,6.7759
V1577,117.52,16,4,0.3192,1.6862,97.1772
V1578,30.49,6,4,0.0824,-0.3034,22.9242
V1579,13.44,6,2,0.036,-0.6932,10.2163
V1580,27.66,11,1,0.0747,-0.3681,21.4413
V1581,176.11,10,3,0.4786,3.0257,149.7117
V1582,30.53,12,3,0.0825,-0.3025,23.7152
V1583,17.94,6,1,0.0482,-0.5904,13.4912
V1584,45.16,15,1,0.1223,0.0319,35.5631
V1585,12.36,4,4,0.0331,-0.7179,9.0115
V1586,3.55,11,1,0.0091,-0.9193,4.1805
V1587,6.21,9,4,0.0163,-0.8585,5.6236
V1588,6.17,11,0,0.0162,-0.8594,5.8826
V1589,7.41,10,3,0.0196,-0.8311,6.5546
V1590,6.73,9,3,0.0177,-0.8466,5.9854
V1591,46.08,10,3,0.1248,0.053,35.8215
V1592,9.03,12,2,0.024,-0.794,7.8716
V1593,19.09,13,1,0.0514,-0.5641,15.1698
V1594,102.19,6,0,0.2775,1.3358,82.6908
V1595,28.91,9,2,0.0781,-0.3396,22.1664
V1596,49.56,12,2,0.1343,0.1325,38.8565
V1597,8.51,8,2,0.0226,-0.8059,7.075
V1598,9.61,9,3,0.0256,-0.7808,7.9388
V1599,1.88,10,3,0.0045,-0.9575,3.0293
V1600,8.33,13,1,0.0221,-0.8101,7.4992
V1601,14.69,15,2,0.0394,-0.6647,12.1038
V1602,8.77,4,1,0.0233,-0.8,6.5636
V1603,4.18,14,2,0.0108,-0.9049,4.8284
V1604,5.79,16,0,0.0152,-0.8681,6.0506
V1605,27.79,9,1,0.075,-0.3652,21.3222
V1606,10.4,10,1,0.0277,-0.7627,8.6335
V1607,20.38,10,2,0.0549,-0.5346,15.8199
V1608,31.5,16,1,0.0851,-0.2803,24.8225
V1609,52.76,11,1,0.143,0.2057,41.3855
V1610,1.8,12,2,0.0043,-0.9593,3.1998
V1611,72.29,13,4,0.1961,0.6522,57.7572
V1612,44.49,14,0,0.1205,0.0166,34.9628
V1613,3.84,10,1,0.0099,-0.9127,4.2578
V1614,93.07,15,4,0.2526,1.1273,75.6857
V1615,114.15,20,2,0.31,1.6092,94.4837
V1616,2.84,11,1,0.0072,-0.9356,3.742
V1617,14.59,9,1,0.0391,-0.6669,11.4844
V1618,73.84,11,3,0.2003,0.6876,58.8988
V1619,62.07,15,1,0.1683,0.4185,49.4074
V1620,9.18,9,3,0.0244,-0.7906,7.6429
V1621,10.57,12,3,0.0282,-0.7588,8.9189
V1622,20.83,9,2,0.0561,-0.5243,16.0405
V1623,29.82,13,2,0.0806,-0.3188,23.2719
V1624,43.34,15,4,0.1173,-0.0097,34.0503
V1625,20.71,13,1,0.0558,-0.527,16.3714
V1626,27.94,14,1,0.0754,-0.3617,21.9238
V1627,61.93,17,2,0.1679,0.4153,49.4159
V1628,1.68,11,1,0.004,-0.9621,3.0505
V1629,13.09,7,3,0.035,-0.7012,10.1104
V1630,56.23,10,3,0.1524,0.285,44.0944
V1631,101.51,7,4,0.2756,1.3202,82.1906
V1632,32.26,12,1,0.0872,-0.263,25.0915
V1633,34.18,12,1,0.0924,-0.2191,26.5905
V1634,5.1,21,1,0.0133,-0.8839,5.8943
V1635,26.69,14,1,0.072,-0.3903,20.9668
V1636,34.23,7,2,0.0926,-0.2179,26.0306
V1637,12.5,7,0,0.0334,-0.7147,9.7412
V1638,14.12,15,1,0.0378,-0.6777,11.711
V1639,21.31,10,2,0.0574,-0.5133,16.5129
V1640,0.91,16,4,0.0019,-0.9797,2.984
V1641,17.49,17,0,0.047,-0.6006,14.3107
V1642,10.69,15,0,0.0285,-0.7561,9.3011
V1643,17.85,11,1,0.048,-0.5924,14.0719
V1644,5.74,5,1,0.015,-0.8693,4.752
V1645,99.54,9,4,0.2702,1.2752,80.7402
V1646,40.52,15,2,0.1097,-0.0741,31.8308
V1647,51.15,19,2,0.1386,0.1689,40.6676
V1648,70.05,21,2,0.19,0.601,56.4463
V1649,31.05,10,5,0.0839,-0.2906,23.8829
V1650,4.09,8,3,0.0106,-0.907,4.1415
V1651,34.66,13,4,0.0937,-0.2081,27.005
V1652,39.78,13,3,0.1077,-0.0911,31.065
V1653,61.57,11,0,0.1669,0.4071,48.663
V1654,25.43,9,3,0.0686,-0.4191,19.4868
V1655,6.14,18,2,0.0161,-0.8601,6.3816
V1656,15.02,12,3,0.0403,-0.6571,12.0755
V1657,20.3,14,3,0.0547,-0.5364,16.1158
V1658,46.72,8,1,0.1265,0.0676,36.1307
V1659,38.06,13,1,0.103,-0.1304,29.734
V1660,19.81,12,4,0.0533,-0.5476,15.5632
V1661,193.78,12,0,0.5266,3.4297,166.3406
V1662,41.89,6,2,0.1134,-0.0428,31.9317
V1663,12.19,15,3,0.0326,-0.7218,10.3043
V1664,4.83,12,1,0.0126,-0.8901,5.0887
V1665,7.46,4,0,0.0197,-0.8299,5.6915
V1666,12.7,11,3,0.034,-0.7101,10.32
V1667,7.88,16,2,0.0209,-0.8203,7.4106
V1668,9.29,21,1,0.0247,-0.7881,8.6979
V1669,15.1,13,2,0.0405,-0.6553,12.239
V1670,8.57,11,1,0.0227,-0.8046,7.4776
V1671,102.18,6,0,0.2774,1.3355,82.6821
V1672,3.76,15,2,0.0097,-0.9145,4.6407
V1673,33.45,12,0,0.0904,-0.2358,26.0357
V1674,23.77,9,3,0.0641,-0.4571,18.2292
V1675,181.74,14,2,0.4939,3.1544,155.3023
V1676,5.35,13,4,0.014,-0.8782,5.4637
V1677,22.83,12,1,0.0615,-0.4786,17.869
V1678,157.01,18,0,0.4266,2.589,132.8971
V1679,90.28,13,0,0.2451,1.0635,73.1811
V1680,76.44,10,4,0.2074,0.7471,60.9797
V1681,13.42,14,0,0.0359,-0.6937,11.1492
V1682,8.43,11,5,0.0224,-0.8078,7.3143
V1683,49.71,12,0,0.1347,0.136,39.0111
V1684,119.27,7,3,0.3239,1.7262,97.8413
V1685,36.61,11,2,0.099,-0.1635,28.3872
V1686,38.15,15,1,0.1032,-0.1283,29.9655
V1687,14.78,11,1,0.0396,-0.6626,11.8399
V1688,66.04,13,1,0.1791,0.5093,52.557
V1689,9.32,15,2,0.0248,-0.7874,8.3199
V1690,17.6,13,3,0.0473,-0.5981,14.0403
V1691,24.94,14,2,0.0673,-0.4303,19.6181
V1692,31.88,7,3,0.0862,-0.2717,24.18
V1693,12.49,9,3,0.0334,-0.7149,9.9524
V1694,5.49,3,1,0.0144,-0.875,4.102
V1695,42.44,16,2,0.1149,-0.0302,33.4362
V1696,15.33,20,2,0.0411,-0.65,12.8916
V1697,39.17,11,2,0.106,-0.105,30.4123
V1698,7.54,12,4,0.0199,-0.8281,6.8253
V1699,29.53,10,1,0.0798,-0.3254,22.7751
V1700,34.22,17,0,0.0925,-0.2182,27.0285
V1701,2.39,15,1,0.0059,-0.9459,3.8147
V1702,18.47,12,2,0.0497,-0.5782,14.6071
V1703,6.5,13,0,0.0171,-0.8519,6.2859
V1704,2.95,10,1,0.0075,-0.933,3.7048
V1705,207.05,9,0,0.5628,3.733,178.4257
V1706,17.51,12,2,0.0471,-0.6002,13.9022
V1707,74.7,10,2,0.2027,0.7073,59.5388
V1708,13.22,15,3,0.0354,-0.6983,11.0347
V1709,51.49,8,0,0.1395,0.1767,40.0192
V1710,64.26,12,5,0.1743,0.4686,50.9135
V1711,40.75,11,5,0.1103,-0.0689,31.6173
V1712,28.7,12,1,0.0775,-0.3444,22.3361
V1713,23.88,23,4,0.0644,-0.4546,19.3457
V1714,19.31,10,2,0.052,-0.559,15.0265
V1715,119.37,9,3,0.3242,1.7285,98.1978
V1716,79.9,9,2,0.2168,0.8262,63.842
V1717,150.89,11,3,0.41,2.4491,126.7262
V1718,5.97,10,2,0.0157,-0.864,5.6138
V1719,59.06,16,2,0.1601,0.3497,46.9682
V1720,125.38,11,2,0.3406,1.8659,103.779
V1721,9.0,15,2,0.0239,-0.7947,8.1002
V1722,3.1,13,0,0.0079,-0.9296,4.1025
V1723,60.81,6,4,0.1649,0.3897,47.3188
V1724,38.45,14,4,0.104,-0.1215,30.0751
V1725,82.98,15,1,0.2252,0.8966,67.0527
V1726,6.78,20,3,0.0179,-0.8455,6.909
V1727,71.37,9,0,0.1936,0.6312,56.6442
V1728,10.13,10,2,0.027,-0.7689,8.4295
V1729,8.04,15,0,0.0213,-0.8167,7.4788
V1730,8.08,12,3,0.0214,-0.8158,7.2072
V1731,75.83,11,2,0.2057,0.7331,60.6007
V1732,49.24,14,1,0.1334,0.1252,38.7848
V1733,33.32,18,0,0.0901,-0.2387,26.3896
V1734,20.0,9,0,0.0538,-0.5433,15.4559
V1735,94.37,8,4,0.2562,1.157,76.1211
V1736,22.42,16,2,0.0604,-0.4879,17.8664
V1737,76.32,14,2,0.2071,0.7443,61.2841
V1738,26.02,19,3,0.0702,-0.4056,20.7676
V1739,21.29,11,5,0.0574,-0.5138,16.5509
V1740,27.95,15,3,0.0755,-0.3615,21.9756
V1741,16.14,11,0,0.0433,-0.6315,12.8396
V1742,61.95,16,0,0.168,0.4158,49.3966
V1743,31.44,11,2,0.085,-0.2817,24.3415
V1744,11.89,14,2,0.0318,-0.7287,10.032
V1745,103.43,12,2,0.2808,1.3641,84.4849
V1746,21.79,8,3,0.0587,-0.5023,16.6142
V1747,35.29,10,0,0.0954,-0.1937,27.2767
V1748,106.63,9,0,0.2895,1.4373,87.0059
V1749,44.05,13,3,0.1193,0.0066,34.477
V1750,5.59,17,2,0.0146,-0.8727,5.9557
V1751,126.48,14,3,0.3435,1.8911,105.0112
V1752,44.46,12,1,0.1204,0.0159,34.7508
V1753,18.35,10,3,0.0494,-0.581,14.3015
V1754,6.75,13,3,0.0178,-0.8462,6.4025
V1755,71.1,15,1,0.1929,0.625,56.9645
V1756,43.55,10,3,0.1179,-0.0049,33.7863
V1757,34.31,14,4,0.0928,-0.2161,26.8136
V1758,100.95,5,2,0.2741,1.3074,81.3906
V1759,69.93,19,1,0.1897,0.5982,56.2474
V1760,7.4,14,4,0.0196,-0.8313,6.9029
V1761,16.81,8,1,0.0452,-0.6162,12.9659
V1762,12.86,15,1,0.0344,-0.7065,10.812
V1763,61.31,9,3,0.1662,0.4012,48.1788
V1764,1.53,7,1,0.0036,-0.9655,2.4774
V1765,37.97,11,4,0.1027,-0.1324,29.4273
V1766,64.68,11,3,0.1754,0.4782,51.2025
V1767,94.22,9,0,0.2558,1.1535,76.1842
V1768,18.84,9,2,0.0507,-0.5698,14.565
V1769,77.48,13,3,0.2102,0.7708,62.1694
V1770,5.28,10,2,0.0138,-0.8798,5.1628
V1771,84.32,13,1,0.2288,0.9272,68.0399
V1772,6.14,14,4,0.0161,-0.8601,6.0639
V1773,22.78,9,1,0.0614,-0.4797,17.5166
V1774,71.82,14,1,0.1948,0.6414,57.494
V1775,7.31,10,0,0.0193,-0.8334,6.5369
V1776,11.72,13,3,0.0313,-0.7326,9.8127
V1777,57.65,19,0,0.1563,0.3175,46.0313
V1778,57.29,9,2,0.1553,0.3093,44.8699
V1779,46.12,14,1,0.1249,0.0539,36.2593
V1780,53.28,11,1,0.1444,0.2176,41.8109
V1781,35.21,13,2,0.0952,-0.1955,27.4706
V1782,13.05,11,4,0.0349,-0.7021,10.5514
V1783,19.09,8,4,0.0514,-0.5641,14.5891
V1784,9.02,24,3,0.024,-0.7943,8.6327
V1785,107.59,18,4,0.2922,1.4592,88.552
V1786,39.4,9,1,0.1066,-0.0997,30.3926
V1787,23.05,14,2,0.0621,-0.4735,18.1898
V1788,27.9,13,1,0.0753,-0.3626,21.8103
V1789,132.43,13,1,0.3597,2.0271,110.2839
V1790,7.49,14,4,0.0198,-0.8293,6.9634
V1791,39.71,15,2,0.1075,-0.0927,31.1864
V1792,31.72,9,0,0.0857,-0.2753,24.3728
V1793,42.54,9,3,0.1152,-0.028,32.8627
V1794,0.82,5,1,0.0017,-0.9817,1.7359
V1795,92.55,15,2,0.2512,1.1154,75.2698
V1796,121.05,14,2,0.3288,1.7669,100.1928
V1797,37.47,18,0,0.1014,-0.1439,29.65
V1798,53.68,8,2,0.1455,0.2267,41.7767
V1799,115.09,12,5,0.3126,1.6307,94.6873
V1800,55.28,11,2,0.1498,0.2633,43.4345
V1801,7.45,13,3,0.0197,-0.8302,6.8709
V1802,38.64,9,0,0.1046,-0.1171,29.8058
V1803,41.99,17,2,0.1137,-0.0405,33.145
V1804,24.83,15,1,0.067,-0.4328,19.6286
V1805,60.01,13,3,0.1627,0.3714,47.5047
V1806,122.57,14,2,0.3329,1.8017,101.5442
V1807,116.9,11,1,0.3175,1.672,96.2606
V1808,26.97,19,2,0.0728,-0.3839,21.5095
V1809,5.41,16,1,0.0141,-0.8768,5.7862
V1810,188.51,11,2,0.5123,3.3092,161.3107
V1811,82.16,10,5,0.223,0.8778,65.8339
V1812,5.99,5,3,0.0157,-0.8635,4.8828
V1813,114.13,18,4,0.3099,1.6087,94.3119
V1814,91.77,15,2,0.2491,1.0975,74.5954
V1815,32.92,14,2,0.089,-0.2479,25.761
V1816,40.26,8,0,0.109,-0.0801,30.966
V1817,22.91,6,2,0.0618,-0.4767,17.1699
V1818,2.53,7,1,0.0063,-0.9427,3.0672
V1819,18.37,10,1,0.0494,-0.5805,14.3496
V1820,73.07,12,2,0.1982,0.67,58.3608
V1821,0.21,10,3,0.0,-0.9957,2.1178
V1822,18.26,10,1,0.0491,-0.583,14.2686
V1823,22.85,20,2,0.0616,-0.4781,18.4431
V1824,34.69,10,1,0.0938,-0.2074,26.7896
V1825,113.58,7,2,0.3084,1.5961,92.8222
V1826,19.13,12,1,0.0515,-0.5631,15.1104
V1827,19.17,16,1,0.0516,-0.5622,15.4619
V1828,60.19,11,3,0.1632,0.3756,47.4688
V1829,27.08,8,3,0.0731,-0.3814,20.6186
V1830,11.45,8,1,0.0306,-0.7387,9.1261
V1831,27.1,9,0,0.0732,-0.3809,20.8098
V1832,6.83,8,3,0.018,-0.8443,5.9256
V1833,8.73,14,3,0.0232,-0.8009,7.8213
V1834,31.04,12,3,0.0839,-0.2909,24.1103
V1835,24.43,6,0,0.0659,-0.442,18.3497
V1836,110.85,9,0,0.301,1.5337,90.7153
V1837,20.25,7,0,0.0545,-0.5375,15.3738
V1838,39.1,12,4,0.1058,-0.1066,30.4188
V1839,45.02,9,1,0.1219,0.0287,34.8864
V1840,0.59,11,3,0.001,-0.987,2.4123
V1841,49.02,13,0,0.1328,0.1202,38.5395
V1842,8.82,11,0,0.0234,-0.7989,7.6645
V1843,146.07,12,4,0.3968,2.3389,122.4342
V1844,7.24,14,1,0.0191,-0.835,6.846
V1845,24.1,12,2,0.065,-0.4495,18.8102
V1846,4.01,12,4,0.0103,-0.9088,4.515
V1847,259.56,13,1,0.7056,4.9335,228.6231
V1848,31.39,10,0,0.0848,-0.2829,24.2309
V1849,40.72,14,1,0.1102,-0.0696,31.9292
V1850,3.12,11,2,0.0079,-0.9292,3.8972
V1851,62.38,9,1,0.1691,0.4256,49.1011
V1852,10.6,11,1,0.0283,-0.7582,8.877
V1853,102.75,15,1,0.279,1.3486,84.156
V1854,10.33,12,3,0.0275,-0.7643,8.752
V1855,9.52,13,1,0.0253,-0.7828,8.3138
V1856,1.68,9,1,0.004,-0.9621,2.8317
V1857,28.75,14,3,0.0776,-0.3432,22.5129
V1858,37.44,16,1,0.1013,-0.1445,29.4767
V1859,3.06,10,2,0.0078,-0.9305,3.7559
V1860,67.23,11,0,0.1823,0.5365,53.3842
V1861,27.17,12,1,0.0734,-0.3793,21.1621
V1862,33.44,11,3,0.0904,-0.236,25.8824
V1863,26.15,17,1,0.0706,-0.4027,20.7736
V1864,23.04,11,4,0.0621,-0.4738,17.8805
V1865,36.91,22,2,0.0999,-0.1567,29.4045
V1866,7.59,14,0,0.0201,-0.827,7.0973
V1867,9.04,11,4,0.024,-0.7938,7.7485
V1868,89.05,13,2,0.2417,1.0353,72.0879
V1869,131.44,9,1,0.357,2.0045,108.9929
V1870,21.03,11,1,0.0566,-0.5197,16.4249
V1871,14.21,11,2,0.0381,-0.6756,11.4138
V1872,46.48,14,1,0.1259,0.0621,36.5499
V1873,23.65,14,2,0.0638,-0.4598,18.642
V1874,1.16,9,2,0.0026,-0.974,2.5191
V1875,7.64,12,1,0.0202,-0.8258,6.9431
V1876,56.64,15,1,0.1535,0.2944,44.9148
V1877,48.4,12,5,0.1311,0.106,37.8635
V1878,1.24,15,1,0.0028,-0.9721,3.1444
V1879,11.29,15,6,0.0301,-0.7424,9.6185
V1880,11.82,8,4,0.0316,-0.7303,9.3357
V1881,50.15,13,2,0.1359,0.146,39.4252
V1882,0.9,8,1,0.0019,-0.9799,2.2658
V1883,4.95,13,1,0.0129,-0.8873,5.255
V1884,72.41,17,3,0.1964,0.6549,58.1772
V1885,8.85,13,2,0.0235,-0.7982,7.8373
V1886,47.6,12,1,0.1289,0.0877,37.2835
V1887,12.24,9,4,0.0327,-0.7207,9.7584
V1888,4.71,10,2,0.0122,-0.8928,4.7946
V1889,12.54,9,1,0.0335,-0.7138,10.0211
V1890,57.65,17,3,0.1563,0.3175,45.8553
V1891,87.11,8,2,0.2364,0.991,69.888
V1892,79.8,14,4,0.2165,0.8239,64.2093
V1893,22.78,15,4,0.0614,-0.4797,18.0301
V1894,49.63,14,1,0.1345,0.1341,39.1016
V1895,10.32,19,4,0.0275,-0.7646,9.2448
V1896,15.61,10,0,0.0419,-0.6436,12.3509
V1897,102.0,8,3,0.2769,1.3314,82.777
V1898,0.59,9,3,0.001,-0.987,2.1935
V1899,4.02,9,2,0.0104,-0.9086,4.2405
V1900,10.49,15,3,0.028,-0.7607,9.1124
V1901,1.21,11,1,0.0027,-0.9728,2.7824
V1902,9.01,9,4,0.0239,-0.7945,7.5091
V1903,39.36,10,3,0.1065,-0.1007,30.4419
V1904,24.62,17,0,0.0664,-0.4376,19.6269
V1905,100.43,9,2,0.2727,1.2955,81.55
V1906,76.53,5,1,0.2076,0.7491,60.3792
V1907,18.82,9,0,0.0506,-0.5702,14.5829
V1908,13.51,11,3,0.0362,-0.6916,10.8962
V1909,21.49,15,1,0.0579,-0.5092,17.1135
V1910,40.15,10,1,0.1087,-0.0826,31.1032
V1911,14.04,9,1,0.0376,-0.6795,11.0896
V1912,44.04,15,4,0.1192,0.0063,34.612
V1913,23.7,15,3,0.0639,-0.4587,18.7404
V1914,36.14,16,0,0.0978,-0.1743,28.4675
V1915,25.78,13,1,0.0696,-0.4111,20.1901
V1916,15.7,16,4,0.0421,-0.6416,12.8718
V1917,133.44,15,2,0.3625,2.0502,111.3335
V1918,64.9,14,1,0.176,0.4832,51.6872
V1919,6.79,9,2,0.0179,-0.8453,6.0422
V1920,91.28,10,1,0.2478,1.0863,73.7389
V1921,30.07,15,3,0.0812,-0.313,23.6085
V1922,101.23,13,3,0.2748,1.3138,82.6349
V1923,72.39,11,6,0.1964,0.6545,57.6212
V1924,24.92,14,1,0.0672,-0.4308,19.6194
V1925,1.02,19,3,0.0022,-0.9772,3.2564
V1926,14.08,12,1,0.0377,-0.6786,11.4331
V1927,35.1,14,4,0.0949,-0.198,27.433
V1928,45.17,9,2,0.1223,0.0322,34.9906
V1929,13.42,13,3,0.0359,-0.6937,11.017
V1930,6.75,8,1,0.0178,-0.8462,5.9056
V1931,81.06,11,2,0.22,0.8527,65.0502
V1932,187.23,16,2,0.5088,3.2799,160.5403
V1933,33.57,13,2,0.0908,-0.233,26.1858
V1934,8.48,21,1,0.0225,-0.8066,8.1436
V1935,14.3,12,4,0.0383,-0.6736,11.5404
V1936,0.84,8,1,0.0017,-0.9813,2.2332
V1937,110.56,13,1,0.3002,1.5271,90.8476
V1938,5.64,10,2,0.0148,-0.8716,5.3974
V1939,38.67,6,2,0.1046,-0.1164,29.3689
V1940,14.41,14,5,0.0386,-0.6711,11.7736
V1941,36.35,10,0,0.0983,-0.1695,28.1105
V1942,47.42,17,0,0.1284,0.0836,37.5445
V1943,79.67,16,2,0.2162,0.8209,64.2827
V1944,10.4,10,1,0.0277,-0.7627,8.6335
V1945,0.5,6,4,0.0008,-0.9891,1.7017
V1946,6.62,6,4,0.0174,-0.8491,5.4671
V1947,103.62,9,2,0.2813,1.3684,84.3363
V1948,93.18,9,1,0.2529,1.1298,75.2674
V1949,40.94,8,1,0.1108,-0.0645,31.4915
V1950,41.29,9,4,0.1118,-0.0565,31.8466
V1951,49.22,10,1,0.1333,0.1248,38.3964
V1952,8.68,9,8,0.023,-0.8021,7.2112
V1953,110.62,9,0,0.3004,1.5285,90.5128
V1954,24.42,14,1,0.0659,-0.4422,19.2405
V1955,21.74,9,3,0.0586,-0.5035,16.7032
V1956,32.93,8,1,0.089,-0.2477,25.1723
V1957,2.16,16,3,0.0053,-0.9511,3.7168
V1958,8.18,6,2,0.0217,-0.8135,6.549
V1959,60.28,10,2,0.1634,0.3776,47.4558
V1960,3.89,15,1,0.01,-0.9116,4.7389
V1961,41.59,13,2,0.1126,-0.0497,32.5239
V1962,12.67,8,0,0.0339,-0.7108,10.0029
V1963,22.19,9,1,0.0598,-0.4932,17.0736
V1964,15.33,6,0,0.0411,-0.65,11.6059
V1965,19.78,10,5,0.0532,-0.5483,15.323
V1966,57.13,5,4,0.1549,0.3056,44.0911
V1967,15.87,11,3,0.0426,-0.6377,12.5942
V1968,37.6,13,1,0.1017,-0.1409,29.3702
V1969,29.09,10,2,0.0786,-0.3354,22.4194
V1970,49.03,17,1,0.1328,0.1204,38.8331
V1971,124.29,8,4,0.3376,1.841,102.4284
V1972,59.35,15,1,0.1609,0.3564,47.1518
V1973,10.89,12,0,0.0291,-0.7515,9.1915
V1974,1.43,10,3,0.0033,-0.9678,2.769
V1975,13.69,11,1,0.0367,-0.6875,11.058
V1976,40.68,11,3,0.1101,-0.0705,31.5962
V1977,2.38,7,0,0.0059,-0.9461,2.9931
V1978,30.87,20,2,0.0834,-0.2947,24.5708
V1979,40.88,13,2,0.1107,-0.0659,31.9574
V1980,18.31,12,1,0.0492,-0.5819,14.5059
V1981,66.31,9,3,0.1798,0.5155,52.3457
V1982,5.07,11,3,0.0132,-0.8846,5.1142
V1983,3.51,8,1,0.009,-0.9202,3.8103
V1984,58.62,8,1,0.1589,0.3397,45.8578
V1985,30.79,9,3,0.0832,-0.2966,23.6017
V1986,52.47,16,1,0.1422,0.1991,41.5664
V1987,25.68,13,0,0.0693,-0.4134,20.1302
V1988,12.73,11,1,0.0341,-0.7095,10.3746
V1989,76.94,11,3,0.2088,0.7585,61.5257
V1990,72.29,13,4,0.1961,0.6522,57.7572
V1991,53.39,15,2,0.1447,0.2201,42.2297
V1992,14.29,14,0,0.0383,-0.6738,11.7716
V1993,40.15,9,2,0.1087,-0.0826,30.9723
V1994,20.15,9,1,0.0543,-0.5398,15.5511
V1995,4.32,15,3,0.0112,-0.9017,4.978
V1996,112.17,15,2,0.3046,1.5639,92.4099
V1997,6.62,11,2,0.0174,-0.8491,6.1479
V1998,135.02,6,2,0.3668,2.0863,111.7599
V1999,26.58,18,0,0.0717,-0.3928,21.1827
