order_date,product_line,order_amount,marketing_spend
2025-11-30,Product B,184.23,45.06
2025-11-30,Product B,175.98,30.34
2025-11-30,Product C,132.64,27.95
2025-11-30,Product C,131.62,31.47
2025-11-30,Product C,121.28,27.78
2025-11-30,Product C,129.94,26.23
2025-11-30,Product D,73.94,15.44
2025-11-30,Product D,114.71,29.97
2025-11-30,Product D,98.78,25.96
2025-11-30,Product D,79.77,15.6
2025-12-01,Product A,225.94,23.69
2025-12-01,Product A,179.86,35.88
2025-12-01,Product A,151.37,35.53
2025-12-01,Product A,172.39,36.05
2025-12-01,Product A,192.95,41.19
2025-12-01,Product B,161.19,33.65
2025-12-01,Product B,149.39,35.33
2025-12-01,Product B,172.25,18.06
2025-12-01,Product B,216.34,36.24
2025-12-01,Product B,223.22,47.72
2025-12-01,Product B,163.69,27.15
2025-12-01,Product B,183.91,43.48
2025-12-01,Product C,111.31,19.97
2025-12-01,Product C,107.82,12.5
2025-12-01,Product C,103.49,34.76
2025-12-01,Product C,115.45,31.03
2025-12-01,Product C,65.47,18.95
2025-12-01,Product D,115.29,27.31
2025-12-01,Product D,88.09,11.65
2025-12-01,Product D,62.66,15.58
2025-12-01,Product D,130.5,30.34
2025-12-02,Product A,228.0,44.87
2025-12-02,Product A,213.53,29.36
2025-12-02,Product A,190.95,40.67
2025-12-02,Product A,179.25,38.99
2025-12-02,Product A,208.87,34.74
2025-12-02,Product A,174.92,28.56
2025-12-02,Product A,226.0,27.73
2025-12-02,Product A,223.47,38.7
2025-12-02,Product A,198.34,40.56
2025-12-02,Product A,164.05,30.66
2025-12-02,Product A,248.13,53.7
2025-12-02,Product B,197.91,50.71
2025-12-02,Product B,179.89,19.83
2025-12-02,Product B,151.67,32.0
2025-12-02,Product B,179.94,37.6
2025-12-02,Product B,169.51,35.46
2025-12-02,Product C,134.18,25.22
2025-12-02,Product C,96.86,19.44
2025-12-02,Product C,144.23,27.56
2025-12-02,Product C,100.85,23.43
2025-12-02,Product C,130.98,41.96
2025-12-02,Product C,127.78,33.26
2025-12-02,Product C,135.82,20.66
2025-12-02,Product D,101.38,22.94
2025-12-02,Product D,37.96,24.8
2025-12-02,Product D,75.33,32.99
2025-12-03,Product A,252.36,37.42
2025-12-03,Product A,217.31,26.63
2025-12-03,Product A,205.13,30.72
2025-12-03,Product A,222.72,46.0
2025-12-03,Product A,234.3,33.09
2025-12-03,Product A,234.47,39.51
2025-12-03,Product A,205.36,29.24
2025-12-03,Product A,200.18,47.97
2025-12-03,Product B,184.46,25.75
2025-12-03,Product B,190.9,44.07
2025-12-03,Product B,152.35,16.87
2025-12-03,Product B,170.62,25.51
2025-12-03,Product B,225.22,46.3
2025-12-03,Product B,202.03,32.23
2025-12-03,Product B,174.95,18.13
2025-12-03,Product C,116.88,27.07
2025-12-03,Product C,139.62,18.95
2025-12-03,Product C,136.19,29.8
2025-12-03,Product C,96.71,10.0
2025-12-03,Product D,80.09,10.0
2025-12-03,Product D,123.32,22.0
2025-12-03,Product D,77.37,10.0
2025-12-03,Product D,90.5,34.02
2025-12-03,Product D,141.06,17.75
2025-12-03,Product D,87.2,10.91
2025-12-03,Product D,116.74,27.98
2025-12-03,Product D,81.0,18.4
2025-12-04,Product A,186.07,45.32
2025-12-04,Product A,217.87,30.9
2025-12-04,Product A,213.25,15.39
2025-12-04,Product A,188.63,32.36
2025-12-04,Product A,231.1,23.76
2025-12-04,Product A,204.11,42.78
2025-12-04,Product A,180.57,32.53
2025-12-04,Product A,213.95,50.09
2025-12-04,Product A,207.44,33.89
2025-12-04,Product B,214.04,29.74
2025-12-04,Product B,184.44,29.81
2025-12-04,Product B,179.86,17.53
2025-12-04,Product B,212.29,29.89
2025-12-04,Product B,203.82,29.68
2025-12-04,Product B,167.49,38.18
2025-12-04,Product B,203.12,36.2
2025-12-04,Product B,198.0,31.35
2025-12-04,Product B,181.07,25.49
2025-12-04,Product B,201.14,28.65
2025-12-04,Product B,213.92,33.84
2025-12-04,Product B,181.7,36.96
2025-12-04,Product C,120.23,33.37
2025-12-04,Product C,117.8,40.38
2025-12-04,Product C,116.56,23.74
2025-12-04,Product C,116.24,15.04
2025-12-04,Product C,97.19,17.14
2025-12-04,Product D,84.34,28.37
2025-12-05,Product A,206.61,40.87
2025-12-05,Product A,234.66,35.32
2025-12-05,Product A,217.33,44.36
2025-12-05,Product A,186.97,31.88
2025-12-05,Product A,187.98,24.09
2025-12-05,Product B,156.02,29.95
2025-12-05,Product B,206.14,34.41
2025-12-05,Product B,176.79,33.04
2025-12-05,Product B,136.62,27.52
2025-12-05,Product C,126.2,17.52
2025-12-05,Product C,147.12,24.72
2025-12-05,Product C,121.63,19.9
2025-12-05,Product C,107.98,35.64
2025-12-05,Product C,122.28,22.43
2025-12-05,Product C,94.8,10.0
2025-12-05,Product C,92.47,21.24
2025-12-05,Product C,141.57,26.66
2025-12-05,Product C,154.55,28.26
2025-12-05,Product C,114.76,16.61
2025-12-05,Product D,121.87,27.44
2025-12-05,Product D,107.11,37.65
2025-12-05,Product D,137.87,29.84
2025-12-05,Product D,83.29,10.96
2025-12-05,Product D,116.49,14.65
2025-12-05,Product D,89.44,20.5
2025-12-05,Product D,83.93,20.7
2025-12-05,Product D,151.42,32.34
2025-12-06,Product A,176.87,15.38
2025-12-06,Product A,220.85,26.65
2025-12-06,Product A,240.12,41.06
2025-12-06,Product A,207.13,28.46
2025-12-06,Product A,226.19,32.02
2025-12-06,Product A,190.82,41.95
2025-12-06,Product B,226.8,33.92
2025-12-06,Product B,215.48,35.12
2025-12-06,Product B,199.01,39.71
2025-12-06,Product B,206.48,28.38
2025-12-06,Product B,204.91,49.61
2025-12-06,Product C,112.38,38.41
2025-12-06,Product C,97.91,14.0
2025-12-06,Product D,85.09,19.73
2025-12-06,Product D,80.47,18.85
2025-12-07,Product A,223.76,54.63
2025-12-07,Product A,245.18,29.64
2025-12-07,Product A,200.69,37.49
2025-12-07,Product A,210.95,24.67
2025-12-07,Product A,220.98,37.49
2025-12-07,Product A,254.62,41.26
2025-12-07,Product A,238.2,30.36
2025-12-07,Product B,201.11,34.77
2025-12-07,Product B,159.2,24.55
2025-12-07,Product B,146.11,16.73
2025-12-07,Product B,211.18,34.76
2025-12-07,Product B,222.85,37.12
2025-12-07,Product B,180.46,35.81
2025-12-07,Product B,122.45,22.46
2025-12-07,Product B,180.17,42.52
2025-12-07,Product B,202.47,25.35
2025-12-07,Product B,208.58,33.36
2025-12-07,Product B,161.35,29.01
2025-12-07,Product B,176.79,42.36
2025-12-07,Product C,137.24,41.55
2025-12-07,Product C,133.39,30.69
2025-12-07,Product C,147.26,31.67
2025-12-07,Product D,85.02,30.41
2025-12-07,Product D,112.61,27.3
2025-12-07,Product D,87.92,22.0
2025-12-08,Product A,218.34,34.11
2025-12-08,Product A,232.38,49.82
2025-12-08,Product B,213.31,41.95
2025-12-08,Product B,186.73,33.05
2025-12-08,Product B,159.17,13.15
2025-12-08,Product B,162.05,27.17
2025-12-08,Product B,134.93,18.58
2025-12-08,Product B,175.8,28.16
2025-12-08,Product B,166.69,25.61
2025-12-08,Product C,119.05,27.14
2025-12-08,Product C,76.6,16.53
2025-12-08,Product C,139.1,34.21
2025-12-08,Product C,169.06,47.2
2025-12-08,Product C,151.88,55.81
2025-12-08,Product C,136.68,31.37
2025-12-08,Product C,141.42,26.64
2025-12-08,Product C,122.37,21.74
2025-12-08,Product C,128.76,23.11
2025-12-08,Product D,75.57,19.94
2025-12-08,Product D,99.82,30.48
2025-12-08,Product D,111.56,33.12
2025-12-08,Product D,108.38,25.52
2025-12-08,Product D,119.19,33.58
2025-12-09,Product A,186.73,22.61
2025-12-09,Product A,207.35,32.7
2025-12-09,Product A,178.21,35.49
2025-12-09,Product A,227.45,47.1
2025-12-09,Product A,202.96,34.19
2025-12-09,Product A,211.83,49.52
2025-12-09,Product A,150.15,17.87
2025-12-09,Product A,212.62,27.46
2025-12-09,Product B,171.28,27.79
2025-12-09,Product B,181.09,16.86
2025-12-09,Product B,191.4,28.93
2025-12-09,Product B,209.0,40.26
2025-12-09,Product B,206.99,27.1
2025-12-09,Product C,152.72,24.41
2025-12-09,Product C,109.92,23.57
2025-12-09,Product C,132.88,15.16
2025-12-09,Product D,104.14,21.78
2025-12-09,Product D,86.95,25.89
2025-12-09,Product D,101.27,17.1
2025-12-09,Product D,95.83,24.15
2025-12-10,Product A,231.93,36.98
2025-12-10,Product A,226.62,40.31
2025-12-10,Product A,228.34,28.06
2025-12-10,Product A,209.3,35.12
2025-12-10,Product A,226.22,33.43
2025-12-10,Product A,157.5,18.12
2025-12-10,Product A,211.16,36.41
2025-12-10,Product A,249.54,47.08
2025-12-10,Product B,175.73,25.6
2025-12-10,Product B,166.86,31.08
2025-12-10,Product B,173.37,25.84
2025-12-10,Product B,151.86,26.44
2025-12-10,Product B,177.26,27.56
2025-12-10,Product B,185.62,37.54
2025-12-10,Product B,196.68,37.86
2025-12-10,Product B,175.96,25.38
2025-12-10,Product B,158.28,22.16
2025-12-10,Product B,181.68,24.6
2025-12-10,Product B,183.36,23.45
2025-12-10,Product C,150.25,29.83
2025-12-10,Product C,115.26,33.93
2025-12-10,Product C,80.17,33.37
2025-12-10,Product C,173.77,16.58
2025-12-10,Product C,117.85,20.18
2025-12-10,Product D,92.52,13.07
2025-12-10,Product D,91.21,24.18
2025-12-11,Product A,251.5,47.39
2025-12-11,Product A,179.1,19.37
2025-12-11,Product A,203.72,32.49
2025-12-11,Product A,174.62,36.24
2025-12-11,Product A,188.6,44.01
2025-12-11,Product A,252.55,40.95
2025-12-11,Product A,222.16,27.91
2025-12-11,Product B,174.1,37.19
2025-12-11,Product B,163.97,41.76
2025-12-11,Product B,152.1,38.78
2025-12-11,Product B,158.89,27.0
2025-12-11,Product C,146.19,28.92
2025-12-11,Product C,124.05,21.03
2025-12-11,Product C,98.19,12.43
2025-12-11,Product D,119.68,21.65
2025-12-11,Product D,64.27,17.82
2025-12-11,Product D,44.02,18.57
2025-12-11,Product D,90.3,34.52
2025-12-12,Product A,219.76,34.9
2025-12-12,Product A,227.03,38.47
2025-12-12,Product A,204.38,40.31
2025-12-12,Product A,209.33,29.2
2025-12-12,Product A,225.7,37.86
2025-12-12,Product A,223.26,34.32
2025-12-12,Product A,185.9,45.48
2025-12-12,Product A,246.53,48.98
2025-12-12,Product A,203.97,32.27
2025-12-12,Product A,242.91,38.46
2025-12-12,Product A,198.58,48.74
2025-12-12,Product A,211.45,50.09
2025-12-12,Product A,181.74,35.04
2025-12-12,Product A,258.06,44.11
2025-12-12,Product A,206.69,25.8
2025-12-12,Product A,236.31,34.01
2025-12-12,Product A,210.41,25.89
2025-12-12,Product B,167.04,16.76
2025-12-12,Product B,167.55,34.44
2025-12-12,Product B,172.99,32.25
2025-12-12,Product B,165.34,28.63
2025-12-12,Product B,223.51,35.21
2025-12-12,Product B,189.71,19.73
2025-12-12,Product B,214.69,32.68
2025-12-12,Product C,110.05,32.95
2025-12-12,Product C,103.3,28.95
2025-12-12,Product C,111.42,27.31
2025-12-12,Product D,95.97,16.79
2025-12-12,Product D,93.79,21.71
2025-12-12,Product D,81.44,16.89
2025-12-13,Product A,220.15,33.27
2025-12-13,Product A,242.93,40.47
2025-12-13,Product A,251.53,36.44
2025-12-13,Product A,228.84,38.43
2025-12-13,Product A,205.29,39.96
2025-12-13,Product A,205.92,13.71
2025-12-13,Product A,145.12,34.85
2025-12-13,Product A,239.57,55.83
2025-12-13,Product A,212.11,25.72
2025-12-13,Product A,203.27,34.65
2025-12-13,Product A,190.35,45.55
2025-12-13,Product A,261.77,48.33
2025-12-13,Product A,212.26,25.72
2025-12-13,Product A,246.52,42.52
2025-12-13,Product B,206.74,33.54
2025-12-13,Product B,178.25,20.6
2025-12-13,Product B,197.96,26.65
2025-12-13,Product B,170.55,29.0
2025-12-13,Product B,183.92,17.62
2025-12-13,Product B,176.17,36.31
2025-12-13,Product B,172.93,27.6
2025-12-13,Product C,97.33,21.12
2025-12-13,Product D,97.03,11.72
2025-12-13,Product D,72.26,10.0
2025-12-13,Product D,71.53,26.6
2025-12-13,Product D,78.87,21.08
2025-12-13,Product D,76.6,22.93
2025-12-13,Product D,72.43,16.25
2025-12-14,Product A,183.81,42.48
2025-12-14,Product A,181.2,29.2
2025-12-14,Product A,235.51,39.8
2025-12-14,Product A,190.95,21.67
2025-12-14,Product A,207.44,29.21
2025-12-14,Product A,217.02,25.68
2025-12-14,Product A,230.39,40.09
2025-12-14,Product A,216.68,48.36
2025-12-14,Product A,202.87,28.68
2025-12-14,Product A,200.45,32.54
2025-12-14,Product B,207.64,50.94
2025-12-14,Product B,197.96,44.71
2025-12-14,Product B,198.12,47.36
2025-12-14,Product B,221.97,45.34
2025-12-14,Product B,196.79,31.81
2025-12-14,Product C,68.19,28.79
2025-12-14,Product C,115.15,28.98
2025-12-14,Product C,152.07,35.86
2025-12-14,Product C,151.78,23.46
2025-12-14,Product D,106.71,39.23
2025-12-14,Product D,60.17,26.11
2025-12-14,Product D,82.69,14.62
2025-12-14,Product D,68.12,10.0
2025-12-14,Product D,103.88,13.95
2025-12-14,Product D,111.29,19.18
2025-12-14,Product D,68.31,10.81
2025-12-14,Product D,102.41,20.31
2025-12-15,Product A,222.85,26.2
2025-12-15,Product A,192.91,27.04
2025-12-15,Product A,207.93,29.26
2025-12-15,Product A,228.05,25.93
2025-12-15,Product A,177.75,27.55
2025-12-15,Product B,166.7,40.16
2025-12-15,Product B,191.99,26.18
2025-12-15,Product B,183.33,32.16
2025-12-15,Product B,207.97,30.55
2025-12-15,Product B,198.13,34.02
2025-12-15,Product C,156.97,35.16
2025-12-15,Product C,111.08,20.76
2025-12-15,Product C,93.31,24.98
2025-12-15,Product C,101.96,31.22
2025-12-15,Product C,91.56,21.16
2025-12-15,Product D,85.64,19.97
2025-12-15,Product D,107.57,29.47
2025-12-16,Product A,232.32,25.05
2025-12-16,Product A,269.94,41.3
2025-12-16,Product A,245.4,41.93
2025-12-16,Product A,235.84,34.58
2025-12-16,Product A,226.27,36.44
2025-12-16,Product B,173.9,22.26
2025-12-16,Product B,188.65,41.89
2025-12-16,Product B,204.11,33.62
2025-12-16,Product B,200.52,41.03
2025-12-16,Product B,179.33,24.94
2025-12-16,Product B,167.27,35.14
2025-12-16,Product B,180.32,22.28
2025-12-16,Product B,144.18,31.17
2025-12-16,Product B,169.22,31.41
2025-12-16,Product B,208.52,24.98
2025-12-16,Product B,180.26,29.28
2025-12-16,Product B,189.6,42.15
2025-12-16,Product C,129.21,31.18
2025-12-16,Product C,132.81,33.71
2025-12-16,Product C,98.4,29.57
2025-12-16,Product C,145.67,33.54
2025-12-16,Product D,108.36,25.17
2025-12-16,Product D,58.79,15.75
2025-12-16,Product D,93.76,24.76
2025-12-16,Product D,86.39,12.59
2025-12-16,Product D,78.04,12.86
2025-12-17,Product A,284.96,51.81
2025-12-17,Product A,182.14,37.71
2025-12-17,Product A,192.48,39.99
2025-12-17,Product A,207.86,31.82
2025-12-17,Product A,247.9,46.67
2025-12-17,Product A,233.91,43.24
2025-12-17,Product A,202.72,39.35
2025-12-17,Product B,186.12,28.31
2025-12-17,Product B,188.68,32.25
2025-12-17,Product B,198.27,39.01
2025-12-17,Product B,184.93,20.5
2025-12-17,Product B,220.65,36.38
2025-12-17,Product B,179.47,27.77
2025-12-17,Product B,170.5,41.34
2025-12-17,Product B,211.74,39.55
2025-12-17,Product C,125.55,29.25
2025-12-17,Product C,133.26,24.36
2025-12-17,Product C,135.62,22.59
2025-12-17,Product C,107.4,19.4
2025-12-17,Product C,96.41,29.34
2025-12-17,Product D,72.74,22.67
2025-12-17,Product D,113.63,30.91
2025-12-17,Product D,106.83,24.09
2025-12-17,Product D,83.46,11.84
2025-12-18,Product A,187.68,33.33
2025-12-18,Product A,203.36,26.95
2025-12-18,Product A,179.96,18.08
2025-12-18,Product A,204.33,34.06
2025-12-18,Product B,153.47,30.41
2025-12-18,Product B,160.63,34.65
2025-12-18,Product B,173.8,38.05
2025-12-18,Product B,156.55,21.19
2025-12-18,Product B,189.63,41.6
2025-12-18,Product B,217.92,37.38
2025-12-18,Product B,221.68,35.37
2025-12-18,Product B,205.42,27.38
2025-12-18,Product C,139.94,26.78
2025-12-18,Product C,98.68,17.92
2025-12-18,Product C,98.75,20.92
2025-12-18,Product C,122.25,24.45
2025-12-18,Product C,156.84,28.75
2025-12-18,Product D,107.21,26.96
2025-12-18,Product D,83.12,23.21
2025-12-18,Product D,135.97,33.69
2025-12-18,Product D,107.46,29.02
2025-12-18,Product D,62.86,17.51
2025-12-19,Product A,178.14,34.64
2025-12-19,Product A,203.78,46.96
2025-12-19,Product A,199.16,42.27
2025-12-19,Product A,251.57,35.96
2025-12-19,Product A,208.25,38.51
2025-12-19,Product A,193.64,35.08
2025-12-19,Product A,207.55,33.32
2025-12-19,Product A,213.58,36.88
2025-12-19,Product A,216.11,31.95
2025-12-19,Product B,188.38,17.51
2025-12-19,Product B,165.18,25.84
2025-12-19,Product B,162.42,40.64
2025-12-19,Product C,93.26,19.16
2025-12-19,Product C,99.39,19.65
2025-12-19,Product C,63.68,10.0
2025-12-19,Product D,72.18,25.05
2025-12-19,Product D,96.42,41.16
2025-12-19,Product D,86.97,34.92
2025-12-19,Product D,91.55,30.83
2025-12-19,Product D,132.33,20.93
2025-12-20,Product A,171.64,39.47
2025-12-20,Product A,204.82,39.08
2025-12-20,Product A,226.16,49.41
2025-12-20,Product A,210.19,18.74
2025-12-20,Product A,213.76,37.94
2025-12-20,Product A,189.75,33.44
2025-12-20,Product B,180.35,31.29
2025-12-20,Product B,171.56,32.87
2025-12-20,Product B,210.93,41.04
2025-12-20,Product B,196.36,38.23
2025-12-20,Product B,150.88,18.64
2025-12-20,Product B,176.74,24.24
2025-12-20,Product C,118.47,19.72
2025-12-20,Product C,121.74,23.31
2025-12-20,Product C,143.99,30.38
2025-12-20,Product D,93.01,10.58
2025-12-20,Product D,92.62,14.42
2025-12-21,Product A,232.47,33.41
2025-12-21,Product A,212.89,37.66
2025-12-21,Product A,246.54,30.06
2025-12-21,Product A,192.46,55.15
2025-12-21,Product B,193.33,34.47
2025-12-21,Product B,185.8,20.02
2025-12-21,Product B,192.09,30.01
2025-12-21,Product B,177.58,38.57
2025-12-21,Product B,165.42,38.93
2025-12-21,Product B,213.03,42.24
2025-12-21,Product B,159.68,10.0
2025-12-21,Product B,204.98,35.74
2025-12-21,Product B,164.86,37.41
2025-12-21,Product B,162.3,24.2
2025-12-21,Product B,192.8,23.87
2025-12-21,Product B,178.84,39.12
2025-12-21,Product B,185.89,41.58
2025-12-21,Product B,206.19,35.11
2025-12-21,Product B,129.84,13.23
2025-12-21,Product B,198.04,21.26
2025-12-21,Product C,118.85,28.95
2025-12-21,Product C,116.61,34.05
2025-12-21,Product C,102.42,23.49
2025-12-21,Product C,129.79,25.35
2025-12-21,Product D,81.09,12.79
2025-12-21,Product D,121.94,31.91
2025-12-21,Product D,72.49,17.39
2025-12-21,Product D,42.78,10.0
2025-12-22,Product A,245.69,39.6
2025-12-22,Product A,217.34,32.84
2025-12-22,Product A,173.11,36.92
2025-12-22,Product A,164.71,23.56
2025-12-22,Product A,211.3,37.76
2025-12-22,Product A,196.52,18.7
2025-12-22,Product A,194.88,27.14
2025-12-22,Product A,195.49,40.99
2025-12-22,Product A,185.8,33.99
2025-12-22,Product A,215.98,44.4
2025-12-22,Product A,209.57,41.96
2025-12-22,Product A,208.71,38.96
2025-12-22,Product A,179.44,10.0
2025-12-22,Product A,220.81,40.99
2025-12-22,Product B,194.33,46.79
2025-12-22,Product B,174.28,24.4
2025-12-22,Product B,148.29,37.63
2025-12-22,Product B,190.52,36.01
2025-12-22,Product C,111.14,19.75
2025-12-22,Product C,89.35,32.4
2025-12-22,Product C,126.57,26.04
2025-12-22,Product C,136.67,33.84
2025-12-22,Product C,126.07,33.22
2025-12-22,Product D,104.11,18.03
2025-12-22,Product D,77.23,14.16
2025-12-22,Product D,84.17,10.0
2025-12-22,Product D,80.67,19.88
2025-12-22,Product D,122.85,31.46
2025-12-22,Product D,37.81,13.45
2025-12-22,Product D,82.72,21.82
2025-12-23,Product A,242.08,41.0
2025-12-23,Product A,236.38,47.7
2025-12-23,Product A,227.18,24.33
2025-12-23,Product B,206.46,36.05
2025-12-23,Product B,172.01,28.88
2025-12-23,Product B,152.63,25.84
2025-12-23,Product B,157.43,23.6
2025-12-23,Product B,201.61,36.31
2025-12-23,Product B,148.64,32.08
2025-12-23,Product C,119.62,25.67
2025-12-23,Product C,111.09,33.88
2025-12-23,Product C,108.45,11.5
2025-12-23,Product C,105.07,33.73
2025-12-23,Product C,138.31,28.39
2025-12-23,Product D,91.35,22.73
2025-12-23,Product D,76.7,16.91
2025-12-24,Product A,203.48,36.51
2025-12-24,Product A,204.71,41.68
2025-12-24,Product A,183.19,24.55
2025-12-24,Product A,222.53,47.64
2025-12-24,Product A,164.06,38.89
2025-12-24,Product A,209.42,20.53
2025-12-24,Product A,146.46,12.66
2025-12-24,Product A,212.07,35.52
2025-12-24,Product A,226.43,34.1
2025-12-24,Product A,188.12,28.68
2025-12-24,Product A,213.24,38.1
2025-12-24,Product B,228.39,40.5
2025-12-24,Product B,208.39,43.71
2025-12-24,Product B,167.93,28.76
2025-12-24,Product B,153.03,24.38
2025-12-24,Product B,167.47,25.25
2025-12-24,Product B,164.75,25.71
2025-12-24,Product B,192.96,31.85
2025-12-24,Product B,140.23,17.87
2025-12-24,Product C,94.96,26.83
2025-12-24,Product C,138.0,37.95
2025-12-24,Product C,106.62,32.89
2025-12-24,Product C,109.14,29.24
2025-12-24,Product C,108.76,22.14
2025-12-24,Product C,66.73,12.27
2025-12-24,Product D,82.6,10.93
2025-12-24,Product D,82.6,26.42
2025-12-24,Product D,127.52,22.45
2025-12-25,Product A,226.78,29.88
2025-12-25,Product A,206.06,34.0
2025-12-25,Product A,191.54,24.8
2025-12-25,Product A,245.65,33.94
2025-12-25,Product A,236.23,36.67
2025-12-25,Product A,211.94,40.52
2025-12-25,Product A,199.33,38.43
2025-12-25,Product A,167.48,31.99
2025-12-25,Product A,158.19,25.08
2025-12-25,Product A,231.29,44.3
2025-12-25,Product A,183.93,21.91
2025-12-25,Product A,197.35,35.04
2025-12-25,Product A,167.8,28.42
2025-12-25,Product B,168.53,32.48
2025-12-25,Product B,212.43,35.81
2025-12-25,Product B,193.44,21.33
2025-12-25,Product B,186.65,31.25
2025-12-25,Product B,208.29,31.09
2025-12-25,Product B,175.93,38.38
2025-12-25,Product B,179.23,21.6
2025-12-25,Product C,118.58,28.86
2025-12-25,Product D,90.94,18.13
2025-12-26,Product A,224.87,45.99
2025-12-26,Product A,209.29,24.56
2025-12-26,Product A,182.49,37.9
2025-12-26,Product A,184.77,34.55
2025-12-26,Product A,215.02,39.57
2025-12-26,Product A,222.87,30.42
2025-12-26,Product A,191.04,38.2
2025-12-26,Product A,198.65,11.77
2025-12-26,Product A,226.77,30.26
2025-12-26,Product A,222.78,49.02
2025-12-26,Product A,212.87,44.15
2025-12-26,Product A,215.88,49.4
2025-12-26,Product A,189.13,32.09
2025-12-26,Product A,227.31,37.12
2025-12-26,Product A,237.85,36.98
2025-12-26,Product A,258.03,60.84
2025-12-26,Product A,218.71,41.6
2025-12-26,Product B,128.76,20.36
2025-12-26,Product B,164.68,35.34
2025-12-26,Product B,203.14,39.15
2025-12-26,Product B,189.95,20.31
2025-12-26,Product B,194.24,38.06
2025-12-26,Product B,208.64,52.41
2025-12-26,Product C,118.93,24.84
2025-12-26,Product C,102.7,29.58
2025-12-26,Product C,118.69,34.61
2025-12-26,Product C,115.71,25.26
2025-12-26,Product C,107.62,23.62
2025-12-26,Product C,135.67,26.56
2025-12-26,Product C,131.41,22.41
2025-12-26,Product C,136.7,25.43
2025-12-26,Product C,138.74,31.01
2025-12-26,Product C,153.46,24.53
2025-12-26,Product C,87.52,14.32
2025-12-26,Product D,94.91,17.04
2025-12-26,Product D,86.49,14.25
2025-12-27,Product A,257.35,39.54
2025-12-27,Product A,231.11,47.95
2025-12-27,Product A,201.03,28.23
2025-12-27,Product A,228.81,43.5
2025-12-27,Product B,177.68,16.67
2025-12-27,Product B,157.09,22.88
2025-12-27,Product B,166.46,29.24
2025-12-27,Product B,194.09,51.15
2025-12-27,Product C,102.83,10.0
2025-12-27,Product C,158.19,30.5
2025-12-27,Product C,83.97,25.66
2025-12-27,Product C,103.97,31.59
2025-12-27,Product C,103.87,18.52
2025-12-27,Product C,127.59,32.82
2025-12-27,Product D,91.86,10.0
2025-12-27,Product D,108.18,24.14
2025-12-27,Product D,85.9,29.12
2025-12-27,Product D,63.59,27.14
2025-12-28,Product A,178.58,46.77
2025-12-28,Product A,188.46,43.45
2025-12-28,Product A,191.95,31.17
2025-12-28,Product A,226.25,31.9
2025-12-28,Product A,247.53,42.69
2025-12-28,Product A,222.64,35.71
2025-12-28,Product A,226.99,51.22
2025-12-28,Product A,209.61,49.47
2025-12-28,Product B,179.65,29.99
2025-12-28,Product B,179.27,27.53
2025-12-28,Product B,184.33,26.18
2025-12-28,Product B,239.7,29.47
2025-12-28,Product B,168.39,24.58
2025-12-28,Product B,226.14,27.88
2025-12-28,Product B,190.62,34.39
2025-12-28,Product B,188.59,41.95
2025-12-28,Product C,78.99,18.17
2025-12-28,Product C,102.53,21.07
2025-12-28,Product D,120.4,31.19
2025-12-28,Product D,120.28,38.94
2025-12-28,Product D,78.0,29.15
2025-12-28,Product D,62.76,19.78
2025-12-28,Product D,84.15,11.07
2025-12-29,Product A,176.7,28.99
2025-12-29,Product A,182.06,33.16
2025-12-29,Product A,248.62,38.47
2025-12-29,Product A,215.3,42.65
2025-12-29,Product A,167.01,24.21
2025-12-29,Product A,220.52,14.31
2025-12-29,Product A,191.01,41.28
2025-12-29,Product A,234.57,42.87
2025-12-29,Product A,231.91,41.15
2025-12-29,Product B,209.05,47.71
2025-12-29,Product B,211.61,32.71
2025-12-29,Product B,160.27,37.46
2025-12-29,Product C,89.6,21.29
2025-12-29,Product C,167.07,29.81
2025-12-29,Product C,118.7,37.42
2025-12-29,Product C,133.58,49.23
2025-12-29,Product C,103.88,14.94
2025-12-29,Product C,146.93,22.76
2025-12-29,Product C,115.67,24.92
2025-12-29,Product C,142.79,36.33
2025-12-29,Product D,109.97,29.72
2025-12-29,Product D,97.19,11.0
2025-12-29,Product D,80.98,16.11
2025-12-29,Product D,83.24,18.18
2025-12-30,Product A,194.36,32.16
2025-12-30,Product A,228.66,34.75
2025-12-30,Product A,194.19,38.83
2025-12-30,Product A,202.2,38.71
2025-12-30,Product A,188.05,21.15
2025-12-30,Product A,229.12,40.97
2025-12-30,Product A,232.79,35.31
2025-12-30,Product A,195.01,44.04
2025-12-30,Product A,178.99,40.44
2025-12-30,Product B,160.09,32.37
2025-12-30,Product B,195.54,24.85
2025-12-30,Product B,196.12,36.97
2025-12-30,Product B,214.47,41.01
2025-12-30,Product B,204.54,38.59
2025-12-30,Product C,133.96,32.61
2025-12-30,Product C,116.11,19.66
2025-12-30,Product C,144.14,34.51
2025-12-30,Product C,97.59,19.92
2025-12-30,Product C,81.65,18.25
2025-12-30,Product D,110.54,41.81
2025-12-30,Product D,118.7,25.86
2025-12-30,Product D,70.05,10.0
2025-12-31,Product A,217.61,24.08
2025-12-31,Product A,221.7,42.05
2025-12-31,Product A,209.75,25.95
2025-12-31,Product A,251.18,34.14
2025-12-31,Product A,227.04,40.2
2025-12-31,Product A,225.72,52.03
2025-12-31,Product A,224.86,33.76
2025-12-31,Product A,236.83,35.21
2025-12-31,Product A,216.1,26.39
2025-12-31,Product A,189.77,32.67
2025-12-31,Product B,177.91,34.98
2025-12-31,Product B,159.14,16.74
